"","X","Y","H","DBH"
"203",754819.44532945,3389471.21239135,1.5241476,0.423895623945329
"204",754852.940611594,3389517.2395406,4.50206599999999,0.176776695296637
"205",754851.013206638,3389515.70330531,6.80897239999999,0.21650635094611
"206",754837.548598245,3389474.61701503,5.7645242,0.153093108923949
"207",754842.611435459,3389478.75695977,6.5666916,0.265165042944955
"208",754845.29188646,3389511.18986101,5.3502384,0.21650635094611
"209",754856.510768482,3389518.33667473,5.901324,0.537645329190164
"210",754873.31123889,3389503.26317474,1.69230949999999,0.450693909432999
"211",754859.531021386,3389505.88089176,4.9615904,0.423895623945329
"212",754865.605900379,3389498.32252711,8.413034,0.265165042944955
"213",754852.465079464,3389487.83306577,3.1948359,0.927024810886958
"214",754843.361218565,3389509.19516642,4.4583244,0.176776695296637
"215",754869.491527605,3389515.76225926,5.8978612,0.728868986855663
"216",754859.754216705,3389493.34004206,7.2928582,0.233853586673371
"217",754863.863805418,3389510.49442311,5.95735959999999,0.59947894041409
"218",754834.643217669,3389484.08788029,3.1498395,0.847791247890659
"219",754849.186152359,3389496.99947306,5.66709799999999,0.153093108923949
"220",754863.319995166,3389523.29327756,5.9081304,0.544862367942584
"221",754870.090688777,3389515.91554184,5.9118489,0.522912516583797
"222",754871.471503798,3389501.63133421,1.7934835,0.592927061281571
"223",754831.338256857,3389481.95295133,5.8431156,0.330718913883074
"224",754844.219211496,3389492.86630255,5.71147099999999,0.21650635094611
"225",754836.29613913,3389486.2690325,5.73795569999999,0.125
"226",754825.495473956,3389470.39908129,3.52638,0.265165042944955
"227",754880.397572751,3389510.95905084,3.18264600000001,0.125
"228",754880.602684338,3389523.31981515,3.5213525,0.537645329190164
"229",754972.397513128,3389587.25949524,6.71015589999999,0.21650635094611
"230",754971.704167033,3389578.04591687,5.9249736,0.197642353760524
"231",754971.532889136,3389569.32272012,5.1865002,0.21650635094611
"232",754966.757522209,3389622.6395374,5.8170584,0.265165042944955
"233",754962.969081503,3389579.39377367,6.76685409999999,0.233853586673371
"234",754962.364597872,3389607.29631712,4.5217174,0.125
"235",754958.935769774,3389638.48293006,7.637086,0.57282196186948
"236",754958.73011959,3389575.72120112,4.615504,0.176776695296637
"237",754957.862051131,3389604.74033841,5.5541277,0.21650635094611
"238",754957.087665709,3389595.52531642,5.54332719999999,0.233853586673371
"239",754956.651448209,3389636.59228816,8.385869,0.605959982177041
"240",754956.928381184,3389586.94616419,6.019949,0.492125492125738
"241",754954.620047599,3389572.50332057,7.15072039999999,0.395284707521047
"242",754952.532174653,3389610.95496103,5.98981849999999,0.265165042944955
"243",754952.476749598,3389583.22857571,4.556468,0.153093108923949
"244",754950.776268398,3389569.05457845,4.5679632,0.176776695296637
"245",754948.346124137,3389579.84857015,6.124374,0.197642353760524
"246",754947.149458062,3389548.9847378,5.0372968,0.197642353760524
"247",754946.550655298,3389565.74627074,5.78948059999999,0.21650635094611
"248",754944.715568916,3389592.56228124,4.6255677,0.197642353760524
"249",754944.509733551,3389576.56960958,4.5530788,0.176776695296637
"250",754943.196652839,3389603.28145122,6.111494,0.306186217847897
"251",754942.808629252,3389562.41827978,4.5714172,0.197642353760524
"252",754940.529889531,3389573.29956077,5.3859476,0.197642353760524
"253",754939.915267694,3389590.13021741,5.5751684,0.197642353760524
"254",754938.683499298,3389559.2180339,5.49633009999999,0.21650635094611
"255",754913.665302685,3389538.12357266,4.57663239999999,0.176776695296637
"256",754932.594079966,3389566.63478606,6.676602,0.233853586673371
"257",754924.042671354,3389576.62967313,5.4180322,0.197642353760524
"258",754936.552985745,3389569.9109211,4.5198412,0.153093108923949
"259",754907.39910187,3389545.62799141,4.5656266,0.153093108923949
"260",754919.732624038,3389555.89485267,4.53632409999999,0.153093108923949
"261",754914.430270115,3389592.61408683,8.8230556,0.423895623945329
"262",754919.575425564,3389605.30053205,1.21726109999999,0.5
"263",754914.864538728,3389569.07722961,5.3849697,0.197642353760524
"264",754931.877548413,3389583.23545784,5.3423588,0.293150984988964
"265",754938.464762934,3389550.13581528,6.7024545,0.25
"266",754923.602642293,3389567.81532785,7.16623799999999,0.21650635094611
"267",754879.625047945,3389573.74381289,2.6918884,0.459279326771846
"268",754934.803526988,3389596.29425354,5.3551112,0.25
"269",754926.776181947,3389589.72323891,4.77397399999999,0.25
"270",754948.452483636,3389596.95130195,5.8618546,0.21650635094611
"271",754625.776541402,3389679.03012345,12.099736,0.643476883811688
"272",754621.592461598,3389693.49412055,9.4975937,0.605959982177041
"273",754617.516170731,3389681.39740684,14.1184492,0.775604602874429
"274",754614.671083045,3389696.16821561,8.85317349999999,0.592927061281571
"275",754609.579463377,3389683.50300693,1.0305634,0.423895623945329
"276",754609.383858775,3389674.31984623,6.524664,0.459279326771846
"277",754609.098791699,3389670.79039327,1.996334,0.293150984988964
"278",754608.579401362,3389672.48113752,3.47623299999997,0.530330085889911
"279",754608.353084445,3389669.81814142,1.435036,0.353553390593274
"280",754607.409293439,3389670.63050682,1.6247972,0.450693909432999
"281",754606.99807515,3389669.8273431,1.4306256,0.306186217847897
"282",754599.810644962,3389670.97618335,0.968930499999995,0.342326598440729
"283",754598.930990065,3389679.29277381,1.7315677,0.433012701892219
"284",754600.670563243,3389669.77565064,1.0686812,0.450693909432999
"285",754606.931889007,3389672.30565551,4.72578199999999,0.467707173346743
"286",754604.454582585,3389664.51422295,1.7557392,0.395284707521047
"287",754602.915313557,3389666.75382071,1.1872792,0.318688719599549
"288",754588.455708095,3389684.85094223,8.22208509999999,0.643476883811688
"289",754596.26479948,3389671.95656239,5.3252174,0.176776695296637
"290",754605.911931872,3389671.793479,5.1321708,0.537645329190164
"291",754604.432041425,3389672.75070436,5.0360144,0.5
"292",754603.360419804,3389664.86124292,1.29210349999999,0.330718913883074
"293",754581.185375664,3389703.27235687,10.065317,0.637377439199098
"294",754601.09797191,3389659.96130007,4.440359,0.405046293650491
"295",754608.578959275,3389655.85733604,5.36660959999999,0.507752400289748
"296",754605.25978328,3389665.86860829,4.3568484,0.492125492125738
"297",754597.365355074,3389666.70629566,5.18706999999999,0.579601155968481
"298",754624.593452477,3389667.2144203,4.29684749999999,0.467707173346743
"299",754620.509701609,3389666.50077392,4.620368,0.55198505414549
"300",754615.075629166,3389667.92250357,4.4242375,0.637377439199098
"301",754606.640495524,3389673.6481493,5.43358179999999,0.649519052838329
"302",754804.275168082,3389745.25515652,8.84121639999999,0.507752400289748
"303",754784.540405639,3389727.1819892,9.3496575,0.21650635094611
"304",754786.832324349,3389730.80788861,7.685623,0.530330085889911
"305",754774.938563929,3389720.90660095,6.7277246,0.423895623945329
"306",754759.34290766,3389710.72319723,5.6680356,0.279508497187474
"307",754780.514811176,3389725.6271339,7.11259559999999,0.559016994374947
"308",754739.560486125,3389695.19253421,6.3431812,0.25
"309",754815.851088577,3389757.54633283,6.7374634,0.279508497187474
"310",754812.186742476,3389750.22691857,9.45957,0.233853586673371
"311",754717.392322399,3389685.93705842,5.241718,0.233853586673371
"312",754711.749183086,3389685.00756511,3.96498779999999,0.507752400289748
"313",754768.975495163,3389715.91891607,7.033761,0.467707173346743
"314",754792.83236356,3389902.56530975,1.513003,0.467707173346743
"315",754847.654660419,3389797.65517355,5.7334544,0.385275875185561
"316",754785.550781202,3389884.74129503,7.69486479999999,0.318688719599549
"317",754793.79903793,3389872.90913356,6.74557409999999,0.467707173346743
"318",754805.321127239,3389886.98676703,4.7912796,0.176776695296637
"319",754781.77570343,3389882.88526106,4.94414839999999,0.233853586673371
"320",754743.888681139,3389899.55748992,10.1546062,0.530330085889911
"321",754735.595618365,3389892.60948411,9.9413776,0.57282196186948
"322",754725.627769685,3389884.41339244,10.198915,0.484122918275927
"323",754703.564771415,3389866.47200844,1.71091819999999,0.433012701892219
"324",754689.785273116,3389854.9805826,9.6122084,0.85695682505013
"325",754660.096564688,3389830.4494301,8.95386339999999,0.579601155968481
"326",754605.759434562,3389786.94034159,2.899365,0.318688719599549
"327",754638.255757628,3389818.28850888,5.80256119999999,0.375
"328",754637.293197834,3389811.69744387,10.68164,0.765465544619743
"329",754669.882994267,3389838.51256417,8.888025,0.612372435695794
"330",754625.625031706,3389807.32518112,3.5481184,0.643476883811688
"331",754609.593667842,3389794.06753748,2.342498,0.667317390751957
"332",754744.189849108,3389905.96938339,2.8538135,0.441941738241592
"333",754736.900551604,3389900.37147959,3.0766284,0.522912516583797
"334",754729.547247535,3389893.91385324,2.459366,0.395284707521047
"335",754725.100164249,3389890.46324879,2.24979479999999,0.484122918275927
"336",754685.095115026,3389857.38849367,9.4022738,0.643476883811688
"337",754680.372761294,3389853.36905108,3.26724069999999,0.484122918275927
"338",754644.700137642,3389823.76972886,3.7584024,0.441941738241592
"339",754778.908550027,3389913.0071022,2.9548136,0.734208757779421
"340",754743.240065762,3389965.22824921,6.43526999999999,0.395284707521047
"341",754761.994080186,3389942.33134593,10.832472,0.667317390751957
"342",754767.659075191,3389942.05467621,9.384071,0.522912516583797
"343",754742.463952699,3389947.25854154,8.2915382,0.537645329190164
"344",754690.508160391,3390013.31782995,8.26871099999999,0.649519052838329
"345",754761.587798863,3389923.63896027,7.88006589999999,0.492125492125738
"346",754757.011426848,3389929.43383191,10.3935167,0.625
"347",754719.403108209,3389995.69568136,10.9577504,0.655505530106345
"348",754739.575479853,3389970.61838556,10.0978306,0.701560760020114
"349",754766.896555984,3389936.57570778,11.085629,0.537645329190164
"350",754732.806489655,3389959.33215501,8.68275619999998,0.530330085889911
"351",754752.256413872,3389935.46774387,10.42695,0.330718913883074
"352",754747.42240921,3389941.20235461,7.179655,0.57282196186948
"353",754682.295997269,3390025.74551351,9.61169339999999,0.684653196881458
"354",754703.787507981,3389995.46610798,9.66814449999996,0.655505530106345
"355",754758.855508617,3389953.93212037,1.376166,0.467707173346743
"356",754696.266437253,3390025.52484405,10.0401441,0.515388203202208
"357",754766.367406112,3389946.48241408,9.17825110000001,0.450693909432999
"358",754700.693005263,3390019.39149967,9.79185619999999,0.441941738241592
"359",754710.088981195,3390007.67379692,8.695848,0.385275875185561
"360",754727.748313021,3389965.44167191,7.35975199999999,0.55198505414549
"361",754725.194175004,3389988.70184887,9.4853325,0.565961571133589
"362",754768.715396888,3389947.73353015,9.24474819999999,0.910013736160065
"363",754765.673577993,3389945.83828955,8.37006799999998,0.330718913883074
"364",754777.673388403,3389913.66737597,2.96271779999999,0.450693909432999
"365",754767.068324918,3389947.17074063,9.8285371,0.59947894041409
"366",754761.122242265,3389955.8593327,1.8689548,0.522912516583797
"367",754754.396887196,3389958.88511814,2.74279879999999,0.559016994374947
"368",754754.171782345,3389932.10604005,6.40491749999999,0.125
"369",754753.363998865,3389959.87603669,2.81174149999999,0.55198505414549
"370",754751.230712155,3389962.26181023,2.606258,0.450693909432999
"371",754750.04974995,3389963.81394496,2.7510573,0.475985819116494
"372",754751.352033082,3389954.19557852,6.54317499999999,0.125
"373",754731.118443223,3389948.25743911,4.79283649999999,0.565961571133589
"374",754678.893634573,3390020.94096317,7.113617,0.385275875185561
"375",754673.520322261,3390000.02951699,12.5150466,0.605959982177041
"376",754747.604372439,3389960.50438,5.5548862,0.125
"377",754740.15095784,3389930.91417823,1.7159476,0.375
"378",754714.716205655,3389965.97361105,2.97443,0.559016994374947
"379",754710.206072497,3389967.91046893,4.32519249999999,0.385275875185561
"380",754738.654973641,3389980.71940999,8.48579899999999,0.5
"381",754737.361744654,3389938.73926774,2.992846,0.353553390593274
"382",754746.986602478,3389979.96027426,12.1061565,0.544862367942584
"383",754705.672430446,3389981.49163893,3.9388927,0.342326598440729
"384",754705.122320656,3389987.13130886,6.07077409999999,0.197642353760524
"385",754718.818170071,3389962.10696245,3.66040159999999,0.484122918275927
"386",754730.17801989,3389942.90427186,3.2052984,0.515388203202208
"387",754725.775261684,3389955.39156199,3.27483199999999,0.395284707521047
"388",754796.485505412,3390176.81981872,7.1617915,0.306186217847897
"389",754790.164663178,3390171.72856695,8.798496,0.441941738241592
"390",754783.524823913,3390165.80146667,7.43271679999999,0.125
"391",754775.650475435,3390158.99022577,8.52566880000001,0.5
"392",754759.371465139,3390159.03330774,10.6688241,0.586301969977929
"393",754756.570920893,3390142.6272061,11.895694,0.625
"394",754707.799329318,3390115.37992731,10.6562158999999,0.507752400289748
"395",754727.877142159,3390136.88668188,6.66168219999999,0.612372435695794
"396",754684.274596769,3390082.4563458,1.6830358,0.342326598440729
"397",754703.621607428,3390087.81267006,10.304967,0.565961571133589
"398",754718.216666619,3390103.76619613,6.22814249999999,0.678923780700013
"399",754686.731276366,3390091.69075815,7.77719999999999,0.385275875185561
"400",754695.214887095,3390092.69849971,8.90066199999999,0.0883883476483184
"401",754741.657823351,3390144.03701701,12.832998,0.695970545353753
"402",754733.593474862,3390129.21935618,1.330748,0.293150984988964
"403",754735.957181606,3390139.27348256,12.0334206,0.586301969977929
"404",754718.591432223,3390124.65203255,10.75294,0.643476883811688
"405",754729.984273416,3390138.64637101,10.3251924,0.592927061281571
"406",754713.948837385,3390086.8285326,6.55864599999999,0.233853586673371
"407",754732.488563322,3390140.91212164,10.116668,0.684653196881458
"408",754762.153211905,3390148.18584038,6.68407759999999,0.522912516583797
"409",754689.318606615,3390093.60064425,7.6181636,0.522912516583797
"410",754689.281713438,3390078.73265115,3.8022816,0.55198505414549
"411",754890.834739016,3390275.49781737,8.60362979999999,0.637377439199098
"412",754871.372476661,3390240.93766312,9.08994539999999,0.330718913883074
"413",754864.415310641,3390235.00958862,10.0182552,0.559016994374947
"414",754861.125421804,3390245.78469127,10.2104222,0.586301969977929
"415",754860.796661379,3390263.26078391,8.847029,0.618718433538229
"416",754850.518976043,3390223.21767973,9.686518,0.475985819116494
"417",754870.321362896,3390253.53763221,9.75598829999998,0.618718433538229
"418",754829.532599928,3390205.1564181,8.06027399999999,0.475985819116494
"419",754886.442983084,3390244.66069519,6.29169600000013,0.484122918275927
"420",754845.795171662,3390219.71344889,8.3280466,0.507752400289748
"421",754884.44152653,3390247.12326614,6.36710399999999,0.423895623945329
"422",754836.675129103,3390211.37422631,11.1905294,0.605959982177041
"423",754826.80328964,3390216.8154371,9.18472499999999,0.723489806424389
"424",754857.330343643,3390229.08578202,8.4690576,0.673145600891813
"425",754883.513201427,3390245.79855036,7.5487724,0.459279326771846
"426",754844.154919774,3390231.52045908,10.0272072,0.57282196186948
"427",754898.744901837,3390253.12900854,3.4278766,0.586301969977929
"428",754896.85082577,3390250.68596276,2.8225647,0.507752400289748
"429",754887.587644881,3390242.43707674,8.13873709999999,0.544862367942584
"430",754889.27927483,3390240.47829013,11.9355647,0.395284707521047
"431",754893.524204934,3390244.80166584,8.4839387,0.637377439199098
